fixture_id,date,referee,home_team,away_team,home_goals,away_goals,home_corners,away_corners,total_corners,home_cards,away_cards,total_cards,
1375998,2025-11-01 03:00:00+00:00,Daniel Quintero,Atletico San Luis,FC Juarez,1,2,6,6,12,3,1,4,
1375999,2025-11-01 03:05:00+00:00,Guillermo Pacheco,Puebla,Cruz Azul,0,3,4,7,11,2,0,2,
1376000,2025-11-01 23:00:00+00:00,Fernando Hernández,Atlas,Toluca,0,0,6,8,14,2,2,4,
1376001,2025-11-02 01:00:00+00:00,César Ramos,Monterrey,Tigres UANL,1,1,3,2,5,2,6,8,
1376002,2025-11-02 03:10:00+00:00,Victor Cáceres,Club America,León,2,0,8,2,10,1,2,3,
1376003,2025-11-02 18:00:00+00:00,Maximiliano Quintero,U.N.A.M. - Pumas,Club Tijuana,4,1,3,4,7,2,1,3,
1376004,2025-11-02 23:00:00+00:00,Yonatan Peinado,Club Queretaro,Mazatlán,1,0,5,4,9,3,3,6,
1376005,2025-11-03 01:00:00+00:00,Adonai Escobedo,CF Pachuca,Guadalajara Chivas,0,1,1,2,3,2,2,4,
1376006,2025-11-08 01:00:00+00:00,Vicente Arce,FC Juarez,Club Queretaro,1,2,6,3,9,2,2,4,
1376007,2025-11-08 03:00:00+00:00,Katia García,Mazatlán,Necaxa,1,1,4,14,18,6,3,9,
1376008,2025-11-08 03:00:00+00:00,Ismael López,Club Tijuana,Atlas,2,0,7,0,7,5,3,8,
1376009,2025-11-08 23:00:00+00:00,Ivan López,Tigres UANL,Atletico San Luis,3,1,5,1,6,1,4,5,
1376010,2025-11-08 23:07:00+00:00,Oscar Mejía,Guadalajara Chivas,Monterrey,4,2,6,0,6,4,1,5,
1376011,2025-11-09 01:00:00+00:00,Luis Santander,Toluca,Club America,2,0,4,6,10,1,2,3,
1376012,2025-11-09 01:00:00+00:00,Karen Hernández,León,Puebla,1,2,6,7,13,1,4,5,
1376013,2025-11-09 03:05:00+00:00,Fernando Hernández,Cruz Azul,U.N.A.M. - Pumas,2,3,3,7,10,4,4,8,
1376014,2025-11-09 23:00:00+00:00,Marco Ortíz,Santos Laguna,CF Pachuca,1,0,6,8,14,3,1,4,
1376015,2025-11-21 01:00:00+00:00,Luis Santander,CF Pachuca,U.N.A.M. - Pumas,3,1,4,7,11,0,2,2,
1376016,2025-11-21 03:00:00+00:00,Marco Ortíz,Club Tijuana,FC Juarez,3,1,4,2,6,2,7,9,
1376017,2025-11-24 01:00:00+00:00,Oscar Mejía,FC Juarez,CF Pachuca,2,1,0,2,2,4,3,7,
1376018,2025-11-27 01:00:00+00:00,Maximiliano Quintero,FC Juarez,Toluca,1,2,4,9,13,4,1,5,
1376019,2025-11-27 03:05:00+00:00,Jesus López,Monterrey,Club America,2,0,3,4,7,4,4,8,
1376020,2025-11-28 05:00:00+00:00,Vicente Arce,Club Tijuana,Tigres UANL,3,0,3,7,10,1,2,3,
1376021,2025-11-28 02:07:00+00:00,Guillermo Pacheco,Guadalajara Chivas,Cruz Azul,0,0,5,3,8,2,2,4,
1376022,2025-11-29 23:00:00+00:00,César Ramos,Club America,Monterrey,2,1,3,2,5,3,6,9,
1376023,2025-11-30 01:05:00+00:00,Katia García,Toluca,FC Juarez,0,0,7,2,9,1,3,4,
1376024,2025-11-30 03:10:00+00:00,Marco Ortíz,Tigres UANL,Club Tijuana,5,0,8,2,10,4,7,11,
1376025,2025-12-01 01:00:00+00:00,Daniel Quintero,Cruz Azul,Guadalajara Chivas,3,2,5,6,11,4,1,5,
1376026,2025-12-04 01:00:00+00:00,Ismael López,Cruz Azul,Tigres UANL,1,1,6,1,7,3,3,6,
1376027,2025-12-04 03:10:00+00:00,Daniel Quintero,Monterrey,Toluca,1,0,3,7,10,1,3,4,
1376028,2025-12-07 01:00:00+00:00,Luis Santander,Toluca,Monterrey,3,2,4,2,6,1,0,1,
1376029,2025-12-07 03:10:00+00:00,Victor Cáceres,Tigres UANL,Cruz Azul,1,1,7,6,13,0,1,1,
1376030,2025-12-12 02:00:00+00:00,Marco Ortíz,Tigres UANL,Toluca,1,0,8,0,8,2,3,5,
1376031,2025-12-15 01:00:00+00:00,Marco Ortíz,Toluca,Tigres UANL,2,1,11,5,16,5,4,9,
1376032,2026-01-10 01:00:00+00:00,Ivan López,Mazatlán,FC Juarez,1,2,2,5,7,1,0,1,
1376033,2026-01-10 03:00:00+00:00,Ismael López,Club Tijuana,Club America,0,0,1,3,4,0,2,2,
1376034,2026-01-10 03:00:00+00:00,César Ramos,Atlas,Puebla,1,0,2,4,6,3,2,5,
1376035,2026-01-10 23:07:00+00:00,Marco Ortíz,Guadalajara Chivas,CF Pachuca,2,0,5,2,7,0,2,2,
1376036,2026-01-11 01:00:00+00:00,Luis García,Santos Laguna,Necaxa,1,3,7,3,10,3,1,4,
1376037,2026-01-11 01:00:00+00:00,Victor Cáceres,León,Cruz Azul,2,1,3,6,9,3,1,4,
1376038,2026-01-11 03:05:00+00:00,Luis Santander,Monterrey,Toluca,0,1,2,4,6,0,5,5,
1376039,2026-01-11 18:00:00+00:00,Maximiliano Quintero,U.N.A.M. - Pumas,Club Queretaro,1,1,7,4,11,1,0,1,
1376040,2026-01-12 01:00:00+00:00,Daniel Quintero,Atletico San Luis,Tigres UANL,1,2,5,3,8,1,2,3,
1376041,2026-01-13 23:00:00+00:00,Joaquin Vizcarra,Puebla,Mazatlán,2,1,8,6,14,4,1,5,
1376042,2026-01-14 01:00:00+00:00,Fernando Hernández,Necaxa,Monterrey,0,2,10,4,14,0,0,0,
1376043,2026-01-14 01:06:00+00:00,Guillermo Pacheco,CF Pachuca,León,2,1,4,6,10,1,0,1,
1376044,2026-01-14 03:10:00+00:00,Adonai Escobedo,FC Juarez,Guadalajara Chivas,0,1,1,4,5,2,2,4,
1376045,2026-01-14 23:00:00+00:00,Yonatan Peinado,Cruz Azul,Atlas,2,0,6,3,9,2,3,5,
1376046,2026-01-15 01:00:00+00:00,Karen Hernández,Club Queretaro,Club Tijuana,1,2,6,6,12,3,2,5,
1376047,2026-01-15 01:05:00+00:00,Vicente Arce,Club America,Atletico San Luis,0,2,1,8,9,2,0,2,
1376048,2026-01-15 03:06:00+00:00,Jesus López,Tigres UANL,U.N.A.M. - Pumas,0,1,18,2,20,3,7,10,
